alim_code,name_fr,name_en,group_code,subgroup_code,subsubgroup_code,energy_kcal,energy_kj,protein_g,carbs_g,sugars_g,fat_g,saturated_fat_g,fibre_g,salt_g,water_g
1000,Pastis,Pastis (anise-flavoured spirit),06,0603,060303,274,1140,0,"2,86",0,0,0,0,0,"59,7"
1001,Eau de vie de fruits,Fruit brandy or eau-de-vie,06,0603,060303,233,966,0,"0,63",0,0,0,0,"0,0035","66,4"
1002,Gin,Gin,06,0603,060303,265,1100,0,0,0,0,0,0,"0,005","62,1"
1003,Liqueur,Liqueur,06,0603,060303,225,944,"0,1","25,4","17,4","0,23","0,11",0,"0,02","55,8"
1004,Rhum,Rum,06,0603,060303,234,969,0,0,0,0,0,0,"0,0025","66,6"
1005,Whisky,Whisky,06,0603,060303,252,1050,0,"0,096","0,096",0,0,0,0,"63,9"
1006,Vin doux,"Wine, sweet",06,0603,060301,148,616,"0,2","9,96","7,78",0,0,0,"0,023","70,5"
1007,Apéritif à base de vin ou vermouth,Wine-based aperitif,06,0603,060303,137,573,"0,054","11,3","11,1",0,0,0,"0,038","75,3"
1008,Vodka,Vodka,06,0603,060303,250,1030,0,0,0,0,0,0,"0,0025","64,4"
1010,"Pastis, prêt à boire (1+ 5)","Anise spirit, diluted (1+5)",06,0603,060303,-,-,0,"0,5",0,0,0,0,"0,0063","93,1"
1011,"Apéritif anisé sans alcool, à diluer","Pastis, alcohol-free, to be diluted",06,0603,060303,6,25,0,1,"0,03",0,0,1,"0,038",-
1012,Cocktail à base de rhum,"Cocktail, rum-based",06,0603,060304,121,502,0,"7,74","7,74","2,19","1,64","0,3","0,015","82,7"
1013,Cocktail à base de whisky,"Cocktail, whisky-based",06,0603,060304,166,693,traces,"15,8","15,8","0,02","0,003",0,"0,12","69,2"
1014,Alcool pur,Pure alcohol,06,0603,060303,660,2730,0,0,0,0,0,0,0,-
1015,Marsala,Marsala wine,06,0603,060303,211,887,"0,1","27,9","27,9",0,0,0,"0,01","57,7"
1016,Marsala aux oeufs,Marsala with eggs,06,0603,060303,153,640,0,"12,4","12,4",0,0,0,0,-
1017,"Sangria, faite maison",Sangria,06,0603,060304,"88,7",372,0,11,"9,5","0,05",0,0,"0,0075",83
1018,"Kir (vin blanc, crème de cassis)",Kir (white wine with blackcurrant liqueur),06,0603,060304,"74,7",311,"0,18","3,3","3,3",0,0,0,"0,0039","83,5"
1019,"Kir royal (champagne, crème de cassis)",Kir royal (champagne with blackcurrant liqueur),06,0603,060304,"87,3",364,"0,25","5,66","5,66",0,0,0,"0,0039","82,5"
1021,Crème de cassis,Blackcurrant liqueur,06,0603,060303,245,1030,0,41,"40,9",0,0,0,0,"47,1"
1022,"Cocktail type punch, 16% alcool, préemballé","Cocktail, punch type, 16% alcohol, prepacked",06,0603,060304,159,665,"0,6","17,8","17,8","< 0,6","< 0,00024","< 0,5","0,042",-
1023,Eau de vie de vin type armagnac ou cognac,"Brandy, Armagnac or Cognac type",06,0603,060303,222,922,0,"0,76",0,0,0,0,"0,0019","67,9"
1024,Eau de vie type calvados,"Apple brandy, Calvados type",06,0603,060303,-,-,0,0,0,0,0,0,0,-
1026,Saké ou alcool de riz,Sake or rice wine,06,0603,060303,113,467,0,0,0,0,0,0,"0,005","78,4"
1027,"Spécialité végétale type fromage à tartiner, au soja, préemballée","Plant-based spread-cheese type, with soybean, prepacked",05,0503,050306,174,724,"12,8","1,05",traces,"13,1","1,87","< 0,5","1,15","71,9"
1028,"Spécialité végétale type fromage, à la noix de cajou, préemballée","Plant-based cheese, with cashew, prepacked",05,0503,050306,441,1830,"14,5","15,2","0,28","35,3","5,78","2,6","0,88","29,5"
1029,"Spécialité végétale type fromage en tranche ou râpé, sans soja, préemballée","Plant-based cheese, without soybean, prepacked",05,0503,050306,271,1130,"0,25","21,2","0,25","20,1","17,4","2,3","1,88","54,1"
1030,"Fines tranches végétales, préemballées","Plant-based ham, prepacked",04,0403,040309,242,1010,"29,7","4,13","0,93","11,1","0,89","3,2","1,62","50,2"
1031,"Spécialité végétale type pâté, préemballée","Plant-based pâté, prepacked",04,0403,040309,197,816,"3,56","9,45","1,49","15,4","4,13","2,96","1,27","66,7"
1032,"Haché à base de boeuf et soja, préemballé","Burger from beef and soybean, prepacked",04,0404,000000,214,888,15,"2,48","0,7","14,6","6,29","4,5","0,83","63,7"
1033,"Nuggets ou croquette panée de poulet (contenant du soja), préemballé","Chicken nuggets (with soybean), breaded croquette, prepacked",01,0103,010301,220,923,"13,4","16,7","1,74","10,3","1,8",2,"1,36","57,6"
1034,"Saucisse de volaille type knack (contenant du soja), préemballée","Poultry sausage (with soybean), prepacked",04,0404,000000,208,863,"12,1","2,72","0,64","15,8","4,75","1,1","2,84","63,7"
2000,"Jus d'ananas, à base de concentré","Pineapple juice, from concentrate",06,0602,060201,"52,3",222,"0,41","11,9","11,9","0,096","0,044","0,18","0,011","87,1"
2002,"Jus multifruit, pur jus, multivitaminé","Multifruit juice, pure juice, multivitamin",06,0602,060201,"48,4",205,"0,48","11,3",11,"0,1",0,"0,25","0,0038","86,5"
2004,Jus de fruits (aliment moyen),Fruit juice (average),06,0602,060201,"46,8",199,"0,53","10,2","9,98","0,13","0,04","0,28","0,012","88,2"
2006,"Jus de carotte, pur jus","Carrot juice, pure juice",06,0602,060201,"29,4",124,"0,4","6,55","5,95","0,1","0,037","0,33","0,1","88,9"
2007,"Jus de citron, fait maison","Lemon juice, homemade",06,0602,060201,"28,6",122,"0,35","2,52","2,52","0,24","0,04","0,3","0,0065","92,3"
2008,Cocktail ou boisson apéritive sans alcool à base de jus de fruits et de sirop,"Cocktail, alcohol-free (juices and syrup-based cocktail)",06,0603,060304,46,195,"0,42","10,9","10,8",0,-,"0,36","0,0056","86,4"
2009,"Nectar multifruit, base pomme, standard","Multifruit nectar, apple base, standard",06,0602,060202,"41,1",175,"0,28",10,10,"< 0,1",-,traces,-,"88,7"
2010,"Nectar multifruit, base pomme, multivitaminé","Multifruit nectar, apple base, multivitamin",06,0602,060202,"36,4",155,"0,05","9,1","9,1","< 0,1",-,traces,-,"88,7"
2011,"Jus multifruit, base orange, multivitaminé","Multifruit juice, orange base, multivitamin",06,0602,060201,"45,5",194,"0,25","11,3","11,1","< 0,8",-,"< 0,5","0,008","87,6"
2012,"Jus d'orange, à base de concentré","Orange juice, from concentrate",06,0602,060201,"45,6",194,"0,63","9,59","9,59","0,13","0,034","0,25","0,0084","89,7"
2013,"Jus d'orange, frais","Orange juice, fresh",06,0602,060201,"44,8",190,"0,7","9,19","8,4","0,2","0,024","0,2","< 0,0028","88,3"
2014,"Jus de pomme, à base de concentré","Apple juice, from concentrate",06,0602,060201,"48,5",206,"0,24","11,3","10,8","0,098","0,033","0,3","0,014","88,5"
2015,"Jus de pamplemousse (pomélo), à base de concentré","Grapefruit juice, from concentrate",06,0602,060201,"40,9",174,"0,52","8,41","8,41","0,1","0,074","0,21","0,01","89,9"
2016,"Jus de raisin, pur jus","Grape juice, pure juice",06,0602,060201,"69,2",294,"0,25","16,3",16,"0,057","0,031","0,14","0,0089","82,4"
2017,"Jus de grenade, pur jus","Pomegranate juice, pure juice",06,0602,060201,54,229,"0,15","12,7","12,7","0,29","0,077","0,1","0,023",86
2018,Jus de pruneau,Prune juice,06,0602,060201,"77,4",329,"0,37","18,7","13,5","0,039","0,003","0,45","0,025","81,2"
2019,"Jus de raisin, à base de concentré","Grape juice, from concentrate",06,0602,060201,"67,1",285,"0,31",16,16,"0,11","0,055","0,15","0,0074","84,2"
2022,Nectar de fraise,Strawberry nectar,06,0602,060202,"47,5",202,"0,3","11,3",11,"0,1",0,"0,1","0,005","87,1"
2023,"Jus de mangue, frais","Mango juice, fresh",06,0602,060201,"38,8",165,"0,19","9,5","9,3",0,traces,traces,"0,028",86
2024,"Jus de fruit de la passion ou maracudja, frais","Passion fruit juice, fresh",06,0602,060201,"61,7",262,"0,67","14,3","14,3","0,18","0,015","0,2","0,015","84,2"
2025,"Jus de pamplemousse (pomélo), frais","Grapefruit juice, fresh",06,0602,060201,"43,7",186,"0,5","9,1","9,1","0,1","0,014","0,1","0,0025",90
2026,"Jus de tomate, pur jus, salé à 3 g/L","Tomato juice, pure juice, 3 g salt/L",06,0602,060201,"23,2","98,4","0,88","4,13","4,13","0,17",traces,"0,23","0,3","94,3"
2027,"Jus de pamplemousse (pomelo), pur jus","Grapefruit juice, pure juice",06,0602,060201,"42,5",181,"0,49","8,89","8,89","0,083","0,044","0,15","0,008","89,9"
2028,"Jus de citron, pur jus","Lemon juice, pure juice",06,0602,060201,"29,4",124,"0,4","6,1","2,4","0,29","0,038","0,4","0,053","92,5"
2030,"Jus de citron vert, frais","Lime juice, fresh",06,0602,060201,"9,87","41,7","0,42","1,69","1,69","0,07","0,008","0,4","0,005","90,8"
2031,"Jus de citron vert, pur jus","Lime juice, pure juice",06,0602,060201,"25,7",110,"0,25","1,69","1,69","0,23","0,026","0,45","0,026","92,5"
2032,"Jus de tomate, pur jus, salé à 6 g/L","Tomato juice, pure juice, 6 g salt/L",06,0602,060201,"20,1","85,2","0,88","3,32","3,3","0,11","0,07","0,56","0,6","93,7"
2033,"Jus multifruit, à base de jus et purée de fruits","Multifruit juice, juice and fruit puree",06,0602,060201,"49,1",208,"0,46","11,5","11,3","0,11","0,026","0,21","0,01",-
2034,"Jus de clémentine ou mandarine, pur jus","Mandarin or clementine juice, pure juice",06,0602,060201,"46,7",198,"0,66","10,4",10,"0,14","0,043","0,15","0,0094",88
2035,"Jus multifruit, pur jus, standard","Multifruit juice, pure juice, standard",06,0602,060201,"46,5",198,"0,25","11,2","10,1","< 0,3","< 0,01","< 0,5","0,0023","87,3"
2036,"Jus multifruit, base raisin, standard","Multifruit juice, grape base, standard",06,0602,060201,"54,6",232,"0,5",13,13,0,0,"0,3","0,0025",-
2038,"Jus multifruit, base orange, standard","Multifruit juice, orange base, standard",06,0602,060201,"46,8",198,"0,7","10,4","10,1","0,16","0,05","0,44","0,069","88,6"
2039,"Jus de grenade, frais","Pomegranate juice, fresh",06,0602,060201,"47,2",201,"0,2","11,6","11,6",0,0,traces,"0,0025","85,4"
2040,"Jus de cerise des Antilles ou d'acérola, frais","Acerola juice, fresh",06,0602,060201,"22,9","96,8","0,4","4,5","4,5","0,3","0,068","0,3","0,0075","94,3"
2043,Nectar d'abricot,Apricot nectar,06,0602,060202,"58,6",249,"0,21","13,7",11,"0,03","0,005","0,08","0,0042","84,9"
2045,Nectar de papaye,Papaya nectar,06,0602,060202,"58,9",250,"0,17","13,9","13,9","0,15","0,047","0,6","0,013",85
2048,"Jus multifruit, base pomme, standard","Multifruit juice, apple base, standard",06,0602,060201,"49,9",212,"0,33","12,2","10,1","< 0,1",-,"< 0,5",0,"87,8"
2050,"Jus multifruit, base pomme, multivitaminé","Multifruit juice, apple base, multivitamin",06,0602,060201,"41,9",178,"0,33","10,1","10,1","< 0,1",-,"< 0,5",-,"88,2"
2052,"Jus de fruit(s) et de légume(s), pur jus","Fruit and vegetable juice, pure juice",06,0602,060201,"42,8",182,"0,85","9,5","8,6",traces,traces,"0,7",traces,-
2053,"Jus de tomate, pur jus (aliment moyen)","Tomato juice, pure juice (average)",06,0602,060201,"21,7","91,8","0,88","3,73","3,72","0,14","0,035","0,4","0,45",94
2054,Nectar de poire,Pear nectar,06,0602,060202,"62,5",265,"0,19","14,8","11,4","0,043","0,001","0,45","0,0033",84
2060,"Nectar multifruit, multivitaminé","Multifruit nectar, multivitamin",06,0602,060202,"47,2",200,"0,24","11,3","10,9","0,1","0,0067","0,15","0,016","87,4"
2061,"Nectar multifruit, standard","Multifruit nectar, standard",06,0602,060202,"49,7",211,"0,3","11,5",11,"0,089","0,013","0,3","0,009","87,2"
2062,"Nectar multifruit, base orange, multivitaminé","Multifruit nectar, orange base, multivitamin",06,0602,060202,"42,6",181,"0,4","10,3","10,3","< 0,1",-,"< 0,5",-,"88,1"
2063,"Nectar multifruit, base orange, standard","Multifruit nectar, orange base, standard",06,0602,060202,"50,2",213,"0,25","11,9","11,4","0,1","0,05","0,33","0,019","87,4"
2064,"Nectar, avec édulcorants, allégé en sucres","Fruit nectar, with sweetener(s), reduced sugar",06,0602,060202,"23,2","98,5","0,17","5,49","5,23","0,037","0,0067","0,11","0,01",-
2069,"Jus multifruit, à base de concentré, standard","Multifruit juice, from concentrate, standard",06,0602,060201,"49,6",210,"0,52","11,2","10,8","0,15","0,021","0,62","0,02","87,8"
2070,"Jus d'orange, pur jus","Orange juice, pure juice",06,0602,060201,"45,4",193,"0,61","9,61","9,61","0,11","0,053","0,28","0,012","88,2"
2071,"Jus multifruit, à base de concentré, multivitaminé","Multifruit juice, from concentrate, multivitamin",06,0602,060201,"45,5",193,"0,29","10,8","10,3","0,091","0,051","0,27","0,019",-
2072,"Jus de fruits, pur jus (aliment moyen)","Fruit juice, pure juice (average)",06,0602,060201,"46,6",198,"0,51","10,2",10,"0,11","0,046","0,26","0,013","87,9"
2073,"Jus d'ananas, pur jus","Pineapple juice, pure juice",06,0602,060201,"52,9",225,"0,41","12,1","12,1","0,074","0,031","0,22","0,013","86,3"
2074,"Jus de pomme, pur jus","Apple juice, pure juice",06,0602,060201,"48,9",208,"0,17","11,4","10,9","0,14","0,046","0,23","0,022","88,4"
2075,"Jus de légumes, pur jus (aliment moyen)","Vegetable juice, pure juice (average)",06,0602,060201,"24,3",103,"0,72","4,69","4,48","0,13","0,036","0,37","0,33","92,2"
2076,Nectar de pomme,Apple nectar,06,0602,060202,"44,9",191,"0,14","10,9","10,6","0,075","0,05","0,1","0,01","90,2"
2077,"Jus de fruits, à base de concentré (aliment moyen)","Fruit juice, from concentrate (average)",06,0602,060201,"47,6",202,"0,55","10,4","10,2","0,13","0,031","0,36","0,012","88,8"
2365,Nectar de fruit de la passion ou maracuja,Passion fruit nectar,06,0602,060202,68,289,"0,3","15,2",13,"0,1",0,traces,"0,025","85,5"
2366,Nectar de banane,Banana nectar,06,0602,060202,"53,8",228,"0,23","12,8","12,6","0,048","0,03","0,51","0,0046","86,7"
2367,Nectar de goyave,Guava nectar,06,0602,060202,48,204,"0,14","10,9","10,2","0,23","0,01","0,15","0,0026",88
2370,Nectar de mangue,Mango nectar,06,0602,060202,"52,1",222,"0,21","11,3","11,3","0,08","0,043","0,16","0,005",87
2371,Nectar de pêche,Peach nectar,06,0602,060202,"50,3",213,"0,22","12,1","11,9","0,05","0,002","0,33","0,011","85,6"
2374,Nectar d'ananas,Pineapple nectar,06,0602,060202,"52,4",223,"0,1",13,"11,2",0,0,0,0,"88,1"
2375,Nectar d'orange,Orange nectar,06,0602,060202,"41,6",177,"0,32","9,19","9,19","0,086","0,0067","0,2","0,018","89,7"
2377,"Jus d'orange sanguine, pur jus","Blood orange juice, pure juice",06,0602,060201,"45,6",193,"0,63","10,2","9,75","0,1","0,043","0,68","0,01",-
2381,Jus de canneberge ou cranberry,Cranberry juice,06,0602,060201,"49,8",211,-,"12,1","12,1","0,13","0,01","0,1","0,005","87,1"
2500,"Smoothie, sans précision sur la teneur en fruits et les ingrédients autres que fruits","Smoothie, no precision on fruit content and other ingredients",06,0602,060201,"60,2",255,"0,62","12,9","11,7","0,26","0,17","1,08","0,01","84,2"
3000,"Lait 1er âge, poudre soluble (préparation pour nourrissons)","Baby milk, infant formula, powder",11,1101,000000,496,2070,"10,7",55,"38,7","25,3",-,"2,48","0,55","1,17"
3002,"Lait 2e âge, poudre soluble (préparation de suite)","Baby milk, follow-on formula, powder",11,1101,000000,484,2030,"11,4","56,3","36,4","23,2",-,"2,14","0,46",-
4000,"Tapioca ou perles du Japon, cru","Tapioca, raw",02,0202,000000,354,1500,"0,19","87,8","3,35","0,02","0,005","0,9","0,0025",11
4002,"Pomme de terre, sans peau, rôtie/cuite au four","Potato, peeled, roasted/baked",02,0202,000000,"91,9",390,"1,96","20,1","1,7","0,1","0,026","1,5","0,0036","75,4"
4003,"Pomme de terre, bouillie/cuite à l'eau","Potato, boiled/cooked in water",02,0202,000000,81,343,"1,8","16,8","0,86","0,34","0,094","1,8","0,051","78,3"
4004,Chips de pommes de terre nature ou aromatisées,"Potato, crisps, plain or flavoured, standard",02,0202,000000,532,2220,6,51,"1,49","32,7","2,92","4,7","1,35","1,4"
4007,"Pomme de terre nouvelle ou primeur, bouillie/cuite à l'eau","Potato, new, boiled/cooked in water",02,0202,000000,"71,6",303,"1,44",15,1,"0,3",-,"1,6","0,025","81,1"
4008,"Pomme de terre, sans peau, crue","Potato, peeled, raw",02,0202,000000,80,339,"2,02","16,2","0,78","0,09","0,026","2,2","< 0,0011","79,3"
4011,"Pomme de terre, appertisée, égouttée","Potato, canned, drained",02,0202,000000,"57,2",241,"1,58","10,7","0,65","0,41","0,054","2,15","0,15","84,3"
4013,"Pomme de terre noisette, surgelée, à cuire","Noisette potato, frozen, raw",02,0202,000000,179,751,"2,44","25,3","0,56","7,02","1,07","2,42","0,95",61
4014,"Pomme de terre vapeur, sous vide","Potato, steamed, vacuum-packed",02,0202,000000,76,322,"1,84","15,8","0,5","0,25","0,039","2,02","0,14",-
4015,"Pomme de terre poêlée, avec matière grasse","Potato, sautéed/pan-fried with fat",02,0202,000000,137,575,"2,5","17,3","2,2","5,7","1,16","2,6","0,51","69,9"
4016,"Flocons de pomme de terre, au lait ou à la crème, déshydratés","Potato flakes, dehydrated, with milk or cream",02,0202,000000,376,1590,10,71,6,"3,97","3,39",8,"0,18","5,92"
4017,"Purée de pomme de terre, à base de flocons, reconstituée avec lait entier et matière grasse","Mashed potatoes, made from flakes, reconstituted with whole milk, with added fat",02,0202,000000,107,449,"1,92","12,6","1,68","5,18","1,87","1,47","0,56","77,8"
4018,"Purée de pomme de terre, avec lait et beurre, sans sel ajouté","Mashed potatoes, prepared with milk and butter, no added salt",02,0202,000000,"94,8",399,"1,87","15,7","1,46","2,4","1,46","1,5","0,11",77
4019,"Purée de pomme de terre, à base de flocons, reconstituée avec lait demi-écrémé et eau, non salée","Mashed potatoes, made from flakes, reconstituted with semi-skimmed milk and water, no added salt",02,0202,000000,"68,5",290,"2,63","12,4","1,75","0,53","0,35","1,8","0,23","82,8"
4020,"Pomme de terre dauphine, surgelée, à cuire","Dauphine potato, frozen, raw",02,0202,000000,242,1010,"4,25","19,7","3,19","15,7","2,01","2,27","1,15",56
4021,"Pomme de terre dauphine, surgelée, cuite","Dauphine potato, frozen, cooked",02,0202,000000,302,1260,"4,5","30,2","3,5","17,7","3,39",2,"1,32","43,5"
4022,"Flocons de pomme de terre, nature, déshydratés","Potato flakes, dehydrated, plain",02,0202,000000,346,1460,8,"73,5","2,35","0,41","0,17","8,05","0,55","6,58"
4023,"Pomme de terre nouvelle ou primeur, crue","Potato, new, raw",02,0202,000000,"76,4",323,"1,94","15,8","0,2","0,3","0,058","1,35","0,058","80,9"
4025,"Potatoes ou wedges ou quartiers de pommes de terre épicés, surgelées, cuites","Potato wedge, spiced, frozen, cooked",02,0202,000000,175,734,"3,25","25,3",traces,"5,8","0,64","3,4","0,76","59,9"
4026,"Pomme de terre, rôtie/cuite au four","Potato, roasted/baked",02,0202,000000,"91,4",387,"2,5",19,"1,18","0,13","0,035","2,2","0,025","74,9"
4027,"Pomme de terre sautée/poêlée/rissolée, préfrite, surgelée, cuite","Potato, sautéed/pan-fried, pre-fried, frozen, cooked",02,0202,000000,156,656,"2,81",23,traces,"4,8","0,61",4,"0,19","63,3"
4028,"Pomme de terre de conservation, sans peau, bouillie/cuite à l'eau","Potato, ware, peeled, boiled/cooked in water",02,0202,000000,"72,6",308,"1,81","15,4","< 0,2","< 0,5",-,"1,9","< 0,01","79,7"
4029,"Pomme de terre nouvelle ou primeur, bouillie/cuite à l'eau, sans peau","Potato, early, peeled, boiled/cooked in water",02,0202,000000,"71,1",301,"1,84","14,9",-,"< 0,1",-,"2,13",-,"79,9"
4030,"Frites de pommes de terre, surgelées, rôties/cuites au four","French fries or chips, frozen, roasted/baked",02,0202,000000,213,896,"3,75","32,6","0,2","6,6","0,75","4,2","0,39","51,1"
4032,"Frites de pommes de terre, surgelées, cuites en friteuse","French fries or chips, frozen, deep-fried",02,0202,000000,258,1080,"3,28","32,7","0,61","11,9","2,86","3,9","0,073","48,7"
4034,"Pomme de terre duchesse, surgelée, cuite","Duchesse potato, frozen, cooked",02,0202,000000,218,914,"3,44","29,6","< 0,4","8,5","0,96","4,8","0,99","51,5"
4035,"Pomme de terre noisette, surgelée, cuite","Noisette potato, frozen, cooked",02,0202,000000,191,802,"2,81","28,4","0,2","6,6","0,94","3,4","0,87","56,9"
4036,Pomme de terre sautée/poêlée/rissolée à la graisse de canard,"Potato, sautéed/pan-fried with goose fat",02,0202,000000,200,835,"2,44","20,8","1,51","11,4","3,24","2,33","0,65",-
4037,"Chips de pommes de terre nature ou aromatisées, à l'ancienne","Potato crisps, plain or flavoured, old style",02,0202,000000,551,2290,"5,62","46,7","1,02","36,9","3,25","4,7","1,41",2
4038,"Chips de pommes de terre nature ou aromatisées, allégées en matière grasse (et assimilés )","Potato crisps and similar, plain or flavoured, reduced fat",02,0202,000000,481,2010,"6,57","61,4","1,41","22,1","1,98","4,78","1,08","1,3"
4039,Rostis ou galette de pomme de terre,Rostis,02,0202,000000,182,762,"2,38","22,5","0,2","8,3","1,06","3,3","0,82","61,4"
4040,"Purée de pomme de terre, avec lait et beurre, salée","Mashed potatoes, prepared with milk and butter, salted",02,0202,000000,117,488,"1,96","11,3","1,28","6,7","3,7","1,79","0,6",77
4041,"Aligot (purée de pomme de terre à la tomme fraîche), préemballé","Mashed potatoes with fresh tome cheese, prepacked",01,0103,010308,195,810,"8,06","9,5","0,57","13,3","8,25","1,3",1,"65,1"
4042,"Pomme de terre duchesse, surgelée, à cuire","Duchesse potato, frozen, raw",02,0202,000000,157,656,"2,41","21,4","0,4","6,26","0,82","2,54","0,86","65,7"
4043,"Pomme de terre sautée/poêlée/rissolée, préfrite, surgelée, à cuire","Potato, sautéed/pan-fried, pre-fried, frozen, raw",02,0202,000000,137,574,"2,35","20,4","0,57","4,5","0,68","2,54","0,18","69,1"
4044,"Frites de pommes de terre, surgelées, préfrites, pour cuisson au four","French fries or chips, frozen, pre-fried, raw, to cook in the oven",02,0202,000000,142,595,"2,38",21,"0,38","4,73","0,65","2,77","0,36","67,9"
4045,"Frites de pommes de terre, surgelées, préfrites, pour cuisson micro-onde","French fries or chips, frozen, pre-fried, aw, to be microwave",02,0202,000000,223,932,"3,26","27,2","0,42","10,2","1,09","4,39","0,23","53,5"
4046,"Frites de pommes de terre, surgelées, préfrites, pour cuisson en friteuse","French fries or chips, frozen, pre-fried, raw, to deep-fry",02,0202,000000,244,1020,"3,12","29,1","0,48","12,1","4,09","3,39","0,12",-
4047,Purée de pomme de terre (aliment moyen),Mashed potatoes (average),02,0202,000000,"96,8",407,"2,1",13,"1,54","3,7","1,84","1,64","0,37","78,7"
4048,"Pomme de terre, cuite (aliment moyen)","Potato, cooked (average food)",02,0202,000000,"94,9",401,"2,05","17,2","0,83","1,58","0,44","2,15","0,12","75,8"
4049,"Croquette de pomme de terre, surgelée, à cuire","Potato, croquette, frozen, raw",02,0202,000000,164,688,"2,52","22,4","0,59","6,59","0,87","2,43","0,8",-
4050,"Chips de pommes de terre nature ou aromatisées, sans sel ajouté","Potato, crisps, plain or flavoured, no added salt",02,0202,000000,503,2100,"6,2","47,6","0,83","30,8","2,87","5,05","0,033",-
4051,"Poêlée de pommes de terre à la sarladaise (graisse de canard, ail et persil), surgelée, à cuire","Potato, sarladaise-style (goose fat, garlic and parsley), frozen, raw",02,0202,000000,203,845,"2,27","20,9","1,22","11,6","3,54","2,84","0,66",-
4052,"Potatoes ou wedges ou quartiers de pommes de terre épicés, surgelées, à cuire","Potato wedge, spiced, frozen, raw",02,0202,000000,141,593,"2,48","20,3","0,52",5,"0,59","2,64","0,62",-
4053,"Pomme de terre grenaille, préfrite, surgelée, à cuire","Potato, grenaille, pre-fried, frozen, raw",02,0202,000000,133,559,"2,4","17,9","2,23","5,3","1,02","2,16","0,42",-
4090,Fécule de pomme de terre,Potato starch,03,0304,000000,348,1480,0,"86,3",-,"0,2","0,039","0,55","0,0094","12,7"
4101,"Patate douce, crue","Sweet potato, raw",02,0202,000000,"81,2",343,"1,57","17,1","4,18","0,05","0,018",3,"0,14","77,3"
4102,"Patate douce, cuite","Sweet potato, cooked",02,0202,000000,"79,1",335,"1,69","16,3","6,11","0,15","0,042","2,9","0,079",78
4103,"Patate douce, purée, cuisinée à la crème","Sweet potato, puree, cooked with cream",02,0202,000000,"79,8",334,"1,1","12,1","7,5",2,"1,4","4,5","0,56",-
5000,Bière brune,"Beer, dark",06,0603,060302,"40,5",170,"0,43","4,1","4,1",traces,traces,0,"0,029","92,7"
5001,"Bière ""coeur de marché"" (4-5° alcool)","Beer, regular (4-5° alcohol)",06,0603,060302,39,163,"0,39","3,12","0,05",0,0,0,"0,0047",92
5002,Bière forte (>8° alcool),"Beer, strong (>8° alcohol)",06,0603,060302,"62,5",261,"0,51","4,6",-,0,0,0,"0,017","88,8"
5003,Cidre (aliment moyen),Cider (average),06,0603,060302,"36,5",153,"0,075","3,67","3,23","< 0,18",0,0,"0,01","93,4"
5004,Panaché (limonade et bière),Shandy (beer + lemonade),06,0603,060304,39,164,0,"6,33","5,4",0,0,0,"0,0052","92,3"
5005,"Panaché préemballé (<1° alc.), aromatisé ou non","Shandy, prepacked (<1° alcohol), flavoured or plain",06,0603,060304,32,136,"0,0046","7,11","6,47","0,021","0,000023","0,21","0,0053",94
5006,Cidre brut,"Cider, dry",06,0603,060302,"35,9",150,0,"2,62","2,22",0,0,0,"0,01","93,9"
5007,Cidre doux,"Cider, sweet",06,0603,060302,"38,9",164,"0,25","6,4","5,8","< 0,6",0,0,"0,0098","91,9"
5008,Bière faiblement alcoolisée (3° alcool),"Beer, low alcohol-content (3° alcohol)",06,0603,060302,"35,3",148,"0,31","4,62","1,33","< 0,05",0,0,"0,0048","94,9"
5009,Bière blanche,"Beer, white",06,0603,060302,"60,9",256,"0,5","7,55",traces,"< 0,5",0,< 1,"0,0075","86,9"
5010,"Bière ""spéciale"" (5-6° alcool)","Beer, special (5-6° alcohol)",06,0603,060302,56,234,"0,48","4,55",traces,"< 0,05",0,0,"0,0048","90,8"
5011,"Bière ""de spécialités"" ou d'abbaye, régionales ou d'une brasserie (degré d'alcool variable)","Beer, from an abbey or brewery (variable alcohol content)",06,0603,060302,"47,1",197,"0,51","3,2","0,25",0,0,0,"0,0093","91,3"
5020,Cidre traditionnel,"Cider, traditionnal",06,0603,060302,"32,5",135,0,"1,87","1,58",0,0,0,"0,013","94,2"
5021,Cidre bouché demi-sec,"Cider, half-dry",06,0603,060302,"44,3",186,"0,25","4,4","3,7","< 0,6",0,0,"0,007","93,7"
5022,Cidre aromatisé aux fruits,"Cider, fruit-flavoured",06,0603,060302,"38,4",162,"0,25","7,07","6,57","< 0,6",0,0,"0,008",92
5029,"Bière sans alcool, sucrée, aromatisée ou au jus de fruits","Beer, alcohol-free, sweetened, flavoured or with fruit juice",06,0603,060302,"30,6",130,"0,2","7,36","5,5","0,041","0,016","0,19","0,0049",-
5030,"Bière sans alcool (<1,2° alcool) et sans sucres ajoutés, aromatisée ou non","Beer, alcohol-free (<1,2° alcohol), without added sugars, flavoured or unflavoured",06,0603,060302,"29,4",125,"0,2","6,08","3,27","0,053","0,0078","< 0,5","0,0053",94
5100,Pétillant de fruits,Sparkling fruit wine,06,0603,060301,"65,7",275,0,"6,95","6,95",0,0,0,"0,0075","87,6"
5201,Vin blanc mousseux,"Wine, white, sparkling",06,0603,060301,"72,3",300,"0,1","1,78","1,78",0,0,0,"0,0035","88,5"
