alim_code,name_fr,name_en,group_code,subgroup_code,subsubgroup_code,energy_kcal,energy_kj,protein_g,carbs_g,sugars_g,fat_g,saturated_fat_g,fibre_g,salt_g,water_g
23425,"Pâte feuilletée, pur beurre, surgelée, préemballée, crue","Puff pastry, pure butter, frozen, prepacked, raw",03,0305,000000,398,1660,"5,47","35,3","1,33","25,8","17,7","1,4","0,86",-
23426,"Pâte feuilletée, pur beurre, préemballée, cuite","Puff pastry, pure butter, prepacked, cooked",03,0305,000000,560,2330,"6,28",42,"1,05","40,5","28,3","1,2","1,11","7,15"
23430,"Feuille de brick ou khatfa, préemballée, cuite à sec sans matière grasse","Khatfa (phyllo or filo pastry sheets), prepacked, dry cooked, without fat",03,0305,000000,277,1170,"6,75","57,1",7,"1,76","0,28",3,-,"15,9"
23440,"Pâte sablée, préemballée, crue","Shortbread dough, prepacked, raw",03,0305,000000,419,1750,"5,31",50,13,"21,8","9,94","0,95","0,25",-
23442,"Pâte sablée, préemballée, cuite","Shortbread dough, prepacked, cooked",03,0305,000000,504,2110,"5,7","64,3","22,9","24,6","11,8","1,5","0,27","3,4"
23444,"Pâte sablée, pur beurre, préemballée, crue","Shortbread dough, pure butter, prepacked, raw",03,0305,000000,383,1610,"5,95","53,6","13,4","15,8","10,6","1,65","0,035",-
23445,"Pâte phyllo ou pâte filo, crue","Phyllo or filo dough, raw",03,0305,000000,289,1220,"7,1","50,7","0,18",6,"1,47","1,9","1,21","32,6"
23446,"Pâte sablée, pur beurre, surgelée, préemballée, crue","Shortbread dough, pure butter, frozen, prepacked, raw",03,0305,000000,423,1780,"4,9","60,9","21,3","17,5",12,"1,2","0,17",-
23448,"Pâte sablée, pur beurre, préemballée, cuite","Shortbread dough, pure butter, prepacked, cooked",03,0305,000000,469,1960,"6,2",63,"20,1","20,9","13,7","1,9","0,47","7,2"
23455,"Chou à la crème, sans précision (chantilly ou pâtissière)",Chou pastry filled cream (whipped or custard),07,0709,000000,325,1350,"4,5","25,1","16,7","22,9","14,5","< 0,5","0,28","46,4"
23456,"Chou à la crème chantilly, Saint-honoré",Chou pastry filled with whipped cream,07,0709,000000,337,1400,"4,63","22,9","8,9",25,"13,6",1,"0,37","44,3"
23457,Chou à la crème pâtissière,Chou pastry filled with custard cream,07,0709,000000,225,945,"4,31","34,9","10,7","7,3","3,38",1,"0,25","51,7"
23467,Chouquette,"Chou pastry, sugar coated",07,0705,000000,408,1710,"9,13","40,6","18,4","22,9",11,"1,5","1,06","24,4"
23472,Profiterole avec glace vanille et sauce chocolat,"Profiteroles (chou pastry), with vanilla ice cream and chocolate sauce",08,0803,000000,286,1200,"5,38","31,4",19,"14,9","8,39","1,6","0,24","48,3"
23474,"Profiteroles (crème pâtissière et sauce chocolat), rayon frais","Profiteroles (chou pastry) with custard and chocolate sauce, refrigerated",05,0502,050204,251,1050,"5,06","31,1",19,"11,4","7,78",2,"0,26","48,8"
23477,Éclair,Eclair,07,0709,000000,264,1100,"5,78","31,6","18,9","11,8","6,11","3,9","0,23","48,8"
23479,Tarte aux fruits et crème pâtissière,Fruit pie with custard cream,07,0709,000000,205,862,"2,94",30,"18,7","7,7","4,8","1,3","0,26","56,8"
23480,Chausson aux pommes,Apple turnover,07,0705,000000,360,1510,"4,17","42,2","11,2","18,7","10,3","3,1","0,87","33,6"
23481,"Tarte normande aux pommes (garniture farine, oeufs, crème, sucre, calvados), artisanale","Apple pie with custard (flour, eggs, cream, sugar, apple alcohol), from bakery",07,0709,000000,313,1310,"4,44","38,7","25,8",15,"8,37","2,5","0,23","38,6"
23485,Tarte au citron,Lemon tart,07,0709,000000,319,1340,"5,56","43,1","34,1","13,6","7,65","0,97","0,3","34,1"
23490,Tarte ou tartelette aux pommes,Apple tart,07,0709,000000,227,951,"2,52","32,7","20,7","8,79","4,66","3,3","0,31","50,4"
23491,"Tarte aux fraises, artisanale","Strawberries tart, from bakery",07,0709,000000,318,1320,"3,19",31,"12,9","19,8","9,04","1,5","0,14","46,9"
23493,"Crumble aux pommes, préemballé","Apple crumble, prepacked",07,0709,000000,226,949,"1,71","35,4",19,"8,17","5,43","1,9","0,11","52,4"
23494,Tarte aux abricots,Apricots tart,07,0709,000000,285,1190,"3,18",41,"17,5","10,7","6,43","5,9","0,22","41,5"
23495,Tarte aux fruits rouges,Red berries tart,07,0709,000000,231,970,"3,5","36,5","20,8","6,87","3,85","4,5","0,21","49,1"
23496,Tarte tatin aux pommes,Tatin tart (caramelized upside-down apple tart),07,0709,000000,245,1030,"1,76","38,1","28,5","9,25","5,79","1,25","0,15",50
23497,"Tarte au chocolat, fabrication artisanale","Chocolate tart, from bakery",07,0709,000000,469,1960,"5,94","40,9","22,7","30,7","18,9","2,9","0,19","18,6"
23498,Tarte ou tartelette aux fruits (aliment moyen),Fruit tart (average),07,0709,000000,245,1030,"3,18","34,1","21,6","9,99","5,52","2,4","0,26","48,9"
23525,Flan pâtissier aux oeufs ou à la parisienne,Flan tart with eggs,07,0709,000000,211,889,"3,89","33,2","17,5","6,85","4,08","0,48","0,2","54,6"
23531,Charlotte aux fruits,Fruit charlotte,07,0709,000000,200,838,"5,16","28,2","21,7","6,64","3,34","2,8","0,038","55,7"
23534,"Gâteau de semoule aux raisins et caramel, rayon frais","Semolina pudding with raisins and caramel sauce, refrigerated",05,0502,050203,146,618,"3,79","24,5","18,8","3,57","2,21","0,3","0,089","67,1"
23536,"Gâteau de riz au caramel, rayon frais","Rice pudding with caramel sauce, refrigerated",05,0502,050203,144,607,"3,3","25,4","16,1","3,17","1,95","0,057","0,089","67,5"
23540,Gâteau moka ou gâteau au café,Moka cake,07,0709,000000,386,1600,"4,1",23,17,"30,8",11,"0,4","0,19","20,9"
23585,"Gâteau au chocolat, préemballé","Chocolate cake, prepacked",07,0709,000000,445,1860,"5,88",51,"28,6",24,"5,71","3,7","0,42","17,4"
23586,"Gâteau au chocolat type fondant ou mi-cuit, préemballé","Chocolate soft cake, prepacked",07,0709,000000,467,1950,6,43,"34,1","29,7","6,22","1,85","0,25","16,7"
23588,"Gâteau ou cake au yaourt, préemballé","Yogurt cake, prepacked",07,0709,000000,409,1710,"5,88",52,"27,7","19,1","2,23","2,7","0,89",-
23594,"Gâteau moelleux nature type génoise, préemballé","Soft cake, plain, sponge cake type, prepacked",07,0709,000000,378,1590,"6,7","57,6","30,5","13,2","2,3","0,8","0,76","20,4"
23680,"Galette des rois feuilletée, fourrée à la pomme",Twelfth Night cake (puff pastry filled with applesauce),07,0709,000000,289,1200,"3,4","29,1","10,2","17,2","11,6",2,"0,59",-
23684,"Galette des rois feuilletée, fourrée frangipane, et Pithiviers",Twelfth Night cake (puff pastry filled with almond paste),07,0709,000000,438,1820,"7,6","33,4","12,3",30,14,2,"0,7","21,9"
23799,"Crêpe, nature, préemballée, rayon frais","Crepe, plain, prepacked, refrigerated",07,0709,000000,257,1080,"6,31","41,6","19,1","6,8","3,6","2,2","0,52",42
23800,"Crêpe, nature, préemballée, rayon température ambiante","Crepe, plain, prepacked, room temperature",07,0709,000000,389,1640,"7,65","59,9","28,8","12,8","6,48","1,61","1,77","15,6"
23801,"Galette de sarrasin, nature, souple (à garnir) préemballée","Buckwheat crepe, plain,  to be filled, prepacked",07,0709,000000,161,682,"5,83","30,5",traces,"1,74","0,51",< 1,"1,36",59
23802,Gâteau basque à la crème pâtissière,"Basque cake (shortbread), with custard cream",07,0709,000000,340,1430,"3,75","51,5","28,1",13,"7,55",1,"0,47","29,9"
23803,Gâteau basque aux cerises,"Basque cake (shortbread), with cherries",07,0709,000000,395,1660,"4,3","63,3",42,"13,5","9,1","1,4","0,43",-
23804,"Crêpe fourrée au chocolat et aux billes de céréales croustillantes, préemballée","Crepe filled chocolate and cerels balls, prepacked",07,0709,000000,448,1880,"6,81","58,3",35,"20,3","7,39","2,52","0,96",-
23805,Blinis,Blinis,03,0302,030201,270,1130,"5,94","34,6","4,57","11,5","1,51","2,23","1,26","45,9"
23815,"Crêpe fourrée au sucre, préemballée","Crepe filled with sugar, prepacked",07,0709,000000,406,1700,"6,62","58,7",31,"15,8","9,38","1,04","1,44",-
23820,"Crêpe fourrée à la confiture, faite maison","Crepe filled with jam, home-made",07,0709,000000,296,1250,"6,51",54,"19,4","5,74","3,36",1,"0,89","30,6"
23821,"Crêpe fourrée au chocolat ou à la pâte à tartiner chocolat et noisettes, faite maison","Crepe filled with chocolate or chocolate and hazelnut spread, home-made",07,0709,000000,388,1630,"7,76","54,3","20,4","15,1","6,06","2,22","0,61","17,8"
23827,"Pancake (petite crêpe épaisse), sucrée, préemballée","Pancake, with sugar(s), prepacked",07,0709,000000,358,1500,"5,5","45,3","25,6","16,6","2,11","2,2","1,37","28,3"
23828,"Pancake (petite crêpe épaisse), fourrée à la pâte à tartiner chocolat noisette, préemballée","Pancake filled with chocolate and hazelnut spread, prepacked",07,0709,000000,331,1390,"6,83","50,1","28,1",11,"2,13","2,2","0,56",-
23829,"Crêpe fourrée au chocolat, préemballée","Crepe filled with chocolate, prepacked",07,0709,000000,439,1840,"6,83","58,6","39,1","19,1","5,73","2,43","0,95",9
23830,"Crêpe fourrée fraise, préemballée","Crepe with strawberry filling, prepacked",07,0709,000000,351,1480,"4,96","64,3","39,9","7,91","3,93","1,5","1,06",-
23849,"Gaufre fine fourrée au miel, au caramel ou à la vergeoise, préemballée","Wafer biscuit, thin, filled with honey, caramel or soft brown sugar, prepacked",07,0709,000000,455,1910,"4,56",67,37,"18,3",8,"1,9","0,77",7
23850,"Gaufre bruxelloise ou liégeoise nature, artisanale","Waffle, from bakery, plain, from bakery",07,0709,000000,301,1260,8,"36,1","4,8","13,4","5,12","1,9","0,99","38,9"
23851,"Gaufre moelleuse (type bruxelloise ou liégeoise), nature ou sucrée, préemballée","Soft waffle (Brussels-style), plain or with sugar(s), prepacked",07,0709,000000,455,1900,"6,19","52,1","26,9","24,1","10,5","2,4","0,75","14,1"
23852,"Gaufre moelleuse (type bruxelloise ou liégeoise), au chocolat, préemballée","Soft waffle (Brussels-style), with chocolate, prepacked",07,0709,000000,460,1920,"5,59","54,4","27,7","23,9",12,"2,36","0,76",-
23853,"Gaufre croustillante (fine ou sèche), nature ou sucrée, préemballée","Wafer biscuit, crunchy (thin or dried), plain or with sugar(s), prepacked",07,0709,000000,477,2000,"6,22","67,6","33,1","19,7","12,6","1,78","0,74",-
23880,"Beignet ou donut rond moelleux, sans fourrage, saupoudré de sucre","Doughnut, plain, sprinkled with sugar",07,0709,000000,404,1690,"7,25","39,4","10,7","23,7","9,46",2,"1,11",26
23881,"Beignet ou donut fourré aux fruits (fourrage type confiture), préemballé","Doughnut filled with fruit filling (e.g. jam), prepacked-> ARCHIVE",07,0709,000000,391,1640,"5,1","49,5",19,19,"3,1","0,9","0,9","27,4"
23885,"Beignet ou donut fourré ou nappé goût chocolat ou chocolat noisette, préemballé","Doughnut filled or covered with chocolate or with chocolate and hazelut paste, prepacked",07,0709,000000,407,1700,"5,3",48,20,21,"4,2","2,6","0,83","20,3"
23900,Pâtisserie (aliment moyen),Pastry (average),07,0709,000000,279,1170,"4,15","35,5","21,2","12,9","6,8","1,98","0,27","44,1"
23909,"Cake aux fruits (confits et/ou raisins secs), préemballé","Fruit cake (candied fruits and/or raisins), prepacked",07,0709,000000,360,1510,"4,19","55,2","35,8","12,6","1,6","2,1","0,59","23,5"
23925,"Gâteau marbré au chocolat, préemballé","Marble cake, prepacked",07,0709,000000,438,1830,"5,68","50,5","27,2","23,2","4,65","1,83","0,67","17,5"
23935,"Gâteau moelleux nature, préemballé","Soft cake, plain, prepacked",07,0709,000000,438,1830,"5,42","53,1","27,3","22,4","4,41","1,23","0,76",-
23937,"Gâteau moelleux aux fruits, préemballé","Soft cake, with fruits, prepacked",07,0709,000000,382,1610,3,69,52,10,6,2,"0,13",-
23938,"Gâteau moelleux aux fruits à coque, type gâteau creusois, préemballé","Soft cake with nuts, prepacked",07,0709,000000,418,1750,"6,35","48,8","36,5","21,5","11,4","1,9","0,53",-
23939,"Gâteau moelleux fourré au chocolat, type mini-cake, mini-roulé, ourson…, préemballé","Soft cake filled with chocolate, prepacked",07,0709,000000,414,1730,"5,44","55,4","30,4","18,2","4,21","3,2","0,56","16,3"
23941,"Gâteau moelleux fourré aux fruits type mini-roulé ou mini-cake fourré, préemballé","Soft cake filled with fruits, mini sponge roll type, prepacked",07,0709,000000,374,1570,"4,63","57,7","33,9","12,8","2,35","4,5","0,61",19
23943,"Gâteau moelleux aux pépites de chocolat, type mini-cake, préemballé","Soft cake, with chocolate chips, prepacked",07,0709,000000,442,1850,"5,38","50,2","28,7","23,6","8,45","3,7","0,82","15,7"
23944,"Gâteau moelleux fourré au chocolat et enrobé ou nappé de chocolat, préemballé","Soft cake filled with chocolate and with chocolate coating, prepacked",07,0709,000000,440,1840,5,"53,8","31,3","21,8","8,8","2,7","0,31","15,3"
23945,"Gâteau moelleux fourré au chocolat et au lait, enrobé de chocolat, préemballé","Soft cake filled with chocolate and milk, with chocolate coating prepacked",07,0709,000000,446,1870,"5,81","52,9","35,3","23,1","16,3","1,58","0,35",-
23951,"Muffin, aux fruits (myrtilles et autres), préemballé","Muffin, with fruits (e.g. blueberries), prepacked",07,0709,000000,397,1660,"4,81","49,1","31,7","19,9","5,22","1,34","0,92",25
23952,"Muffin, au chocolat, préemballé","Muffin, with chocolate, prepacked",07,0709,000000,444,1860,"5,58","52,5","30,2",23,"5,34","2,42","0,93","17,4"
24000,"Biscuit sec, sans précision",Biscuit (cookie),07,0706,000000,433,1820,"7,83","67,8",25,"13,8","3,46",3,"1,02","2,83"
24001,Biscuit sec nature,"Biscuit (cookie), plain",07,0706,000000,438,1850,"7,13","74,9","25,4","11,5","5,31","3,3","0,74","2,2"
24002,Biscuit sec à teneur garantie en vitamines,"Biscuit (cookie), vitamin content guaranteed",07,0706,000000,457,1920,"9,63","72,3","23,3","14,2","6,07","0,75","0,16","1,8"
24003,Biscuit sec à teneur garantie en vitamines et minéraux,"Biscuit (cookie), vitamin and mineral content guaranteed",07,0706,000000,472,1980,"10,8","61,1","22,1","19,8","8,44","3,5","0,44","1,28"
24004,"Biscuit sec aux fruits, hyposodé ou à teneur réduite en sel","Biscuit (cookie) with fruits, low salt",07,0706,000000,448,1880,"8,88",64,"17,9",16,"1,45","5,4","0,02","4,1"
24006,"Biscuit sec au soja, enrichi en vitamines et minéraux","Soja biscuit, fortified with vitamins and minerals",07,0706,000000,444,1860,"10,9","60,3","20,3","16,1","2,22","6,6","0,71","3,4"
24008,"Biscuit sec fourré aux fruits, allégé en matière grasse","Biscuit (cookie) filled with fruits, reduced fat",07,0706,000000,391,1650,"4,69","75,3","39,9","7,2","2,82",3,"0,58","8,8"
24009,Spéculoos,Speculoos biscuit,07,0706,000000,476,2000,"5,63","71,2","32,5","18,1","7,81",3,"0,92","0,9"
24010,"Biscuit sec, avec matière grasse végétale","Biscuit (cookie), with vegetal fat",07,0706,000000,436,1840,"7,23",74,"23,4","11,7","5,4","3,1","0,75","1,4"
24011,"Biscuit sec, assortiment","Biscuit (cookie), assortment",07,0706,000000,515,2160,"6,44","61,4","39,4","26,4","6,21","2,9","0,46","1,6"
24012,"Biscuit sec au chocolat, sans sucres ajoutés, avec édulcorants, enrichi en vitamines","Biscuit (cookie), with chocolate, no added sugars and with sweetener(s), fortified with vitamins",07,0706,000000,448,1870,"6,78","64,6","1,72","21,8","8,99","3,71","0,57",-
24013,"Biscuit sec, sans sucres ajoutés, avec édulcorant","Biscuit (cookie), no added sugars and with sweetener(s)",07,0706,000000,429,1800,"6,23","72,1","0,11","15,7","3,3","3,93","0,79",-
24014,Biscuit sec avec tablette de chocolat et fourrage au lait,"Biscuit (cookie), with a chocolate bar covering, milk filling",07,0706,000000,512,2140,"6,75","62,3","35,6","25,6","14,9","2,7","0,45","1,4"
24015,Biscuit sec petit beurre,Butter biscuit (cookie),07,0706,000000,450,1890,"7,78","73,4",22,"13,3","8,61","2,54","1,04","1,4"
24016,Biscuit sec avec tablette de chocolat,"Biscuit (cookie),  with a chocolate bar covering",07,0706,000000,485,2030,"5,56","68,8","40,8",20,"11,3","3,5","0,35","1,2"
24017,Biscuit sec petit beurre au chocolat (tablette ou pépites),"Butter biscuit (cookie), with chocolate (chocolate chips or covering)",07,0706,000000,496,2080,"6,88","63,8","35,4","22,8","14,2",4,"0,59",1
24018,"Biscuit sec sans gluten, petit beurre","Butter biscuit (cookie), gluten free",07,0706,000000,460,1940,"3,8","79,3",21,14,"8,5","0,9","1,1",-
24019,"Biscuit sec sans gluten, au chocolat","Biscuit, with chocolate, gluten free",07,0706,000000,504,2110,"5,04",64,"27,5","24,7","12,2","2,95","0,5",-
24020,Biscuit sec aux céréales complètes,Biscuit (cookie) from whole grain cereals,07,0706,000000,462,1940,"7,75",63,"19,5","18,4","4,97","6,6","0,37","3,1"
24021,Biscuit sec petit beurre au blé complet,"Butter biscuit (cookie), whole wheat",07,0706,000000,439,1840,"9,25","66,6","18,8","13,4","2,01","7,2","0,37","2,2"
24028,"Biscuit sec au sésame, non enrichi","Biscuit (cookie), with sesame, not fortified",07,0706,000000,496,2080,"9,19",60,21,"23,3","6,27","4,84","0,55",-
24029,"Biscuit sec au sésame, enrichi en vitamines et minéraux","Biscuit (cookie), with sesame, fortifed with vitamins and minerals",07,0706,000000,485,2030,"11,5",60,"18,5",21,"2,05","4,9","0,68",-
24031,"Biscuit sec sans chocolat, allégé en matière grasse","Biscuit (cookie), without chocolate, reduced fat",07,0706,000000,388,1640,6,71,35,6,"2,5",13,"0,34","1,5"
24034,"Biscuit sec pour petit déjeuner, sans chocolat, non enrichi","Breakfast biscuit (cookie), without chocolate, not fortified",07,0706,000000,452,1900,"7,81","65,8",21,"16,3","2,83","5,5","1,19","2,1"
24035,"Biscuit sec pour petit déjeuner, allégé en sucres","Breakfast biscuit (cookie), reduced sugar",07,0706,000000,444,1870,"7,78","66,2","19,5",15,5,"6,7","0,69",-
24036,"Biscuit sec au chocolat, non enrichi","Biscuit (cookie), with chocolate, not fortified",07,0706,000000,507,2120,"7,75","59,5","44,2","25,6","9,7","3,9","0,39","1,7"
24037,Biscuit sec fourré à la pâte ou purée de fruits (ex : figue),Biscuit (cookie) filled with fruit paste or fruit puree,07,0706,000000,421,1770,"4,93","71,6","27,2","12,3","5,19",2,"0,38","11,1"
24038,"Biscuit sec, sablé, nappé de chocolat","Biscuit (cookie), with chocolate covering",07,0706,000000,495,2070,"6,56","63,5","27,7","22,9","12,4","4,1","0,74","1,6"
24040,"Biscuit sec pour petit déjeuner, au chocolat, non enrichi","Breakfast biscuit (cookie), with chocolate, not fortified",07,0706,000000,447,1870,"8,06","62,9","27,3","16,4","6,15","7,6","0,86","3,1"
24041,"Biscuit sec pour petit déjeuner, tous parfums, enrichi en vitamines et minéraux","Breakfast biscuit (cookie), fortified with vitamins and minerals",07,0706,000000,454,1910,"7,06","67,3","27,2","16,1","6,21","5,8","0,53","2,2"
24042,"Biscuit sec au chocolat, enrichi en vitamines et minéraux","Biscuit (cookie) with cereals, fortified with vitamins and minerals",07,0706,000000,461,1930,"8,96","61,9","20,1","18,3","3,78","6,54","0,6",-
24048,"Biscuit sec, sablé, galette ou palet, autre que pur beurre","Biscuit (cookie), shortbread, commercial, whith vegetal fat",07,0706,000000,495,2070,"5,71","64,5","25,8","23,1","10,9","3,34","0,72",-
24049,"Biscuit sec, sablé, galette ou palet, au beurre","Biscuit shortbread, with butter",07,0706,000000,481,2020,"6,81","66,8","22,2",20,12,"3,2","0,96",2
24050,"Biscuit sec, sablé, galette ou palet, au beurre, au chocolat","Biscuit shortbread, with butter and chocolate",07,0706,000000,499,2090,"6,33","63,5","33,6","23,7","11,9","3,11","0,5","3,61"
24051,"Biscuit (génoise), nappé de chocolat, type barquette","Biscuit sponge cake, with chocolate covering, pre-packed",07,0706,000000,489,2050,"7,38","59,5","42,4","23,9","3,01","3,1","0,31",5
24052,"Biscuit sec (tartelette), nappé au chocolat, préemballé","Biscuit (small tart), with chocolate covering, prepacked",07,0706,000000,504,2110,"6,58","59,7","31,5","25,6","15,2","3,71","0,51","2,7"
24054,"Biscuit sec, sablé, galette ou palet, aux fruits","Biscuit shortbread, with fruits",07,0706,000000,482,2020,"5,8","66,3","30,9",21,"12,2","2,37","0,56","3,3"
24056,Florentin (biscuit sec au chocolat et aux amandes),Florentine biscuit (chocolate biscuit or cookie with almonds),07,0706,000000,514,2150,"9,31","50,7","44,1","28,7","10,8","7,6","0,13",2
24057,"Biscuit sec, sablé, fourré aux fruits type lunette de Romans","Biscuit shortbread, with fruit filling, ""lunette"" type",07,0706,000000,449,1890,"6,06","69,2","31,9",16,"9,47","2,04","0,2",6
24061,"Biscuit meringué fourré (chocolat, noisette, noix de coco…), nappé ou sur base de chocolat","biscuit with meringue, filled (chocolate, hazelut, coconut…) with chocolate covering or chocolate base",07,0706,000000,540,2250,"7,65","54,5","45,9","31,5",20,"3,95","0,24",-
24070,Biscuit sec à la noix de coco,Biscuit (cookie) with coconut,07,0706,000000,493,2070,"6,32","65,4","25,3","22,1","13,1","3,51","0,71","2,72"
24071,"Sablé pâtissier, artisanal","Shortbread pastry biscuit, from bakery",07,0706,000000,484,2030,"8,38","59,4",22,"22,9",-,"3,3","0,41",5
24224,"Biscuit au chocolat fourré (""sandwiché"") parfum vanille, rond, noir et blanc","Chocolate biscuit (cookie),  with vanilla filling, round, black and white",07,0706,000000,480,2010,"5,06","69,2","35,7","19,6","5,88","3,2","0,65","1,8"
24225,"Goûter sec fourré (""sandwiché"") parfum lait ou vanille","Biscuit (cookie), snack with dairy or vanilla filling",07,0706,000000,478,2010,5,70,"31,3",19,"7,89","3,6","0,44","1,7"
24230,"Goûter sec fourré (""sandwiché"") parfum chocolat, au blé complet","Biscuit (cookie), snack with chocolate filling, whole wheat
whole wheat",07,0706,000000,465,1950,"5,94","69,3","31,9","17,2","5,5","4,8","0,54","1,6"
24231,"Goûter sec fourré (""sandwiché"") parfum chocolat","Biscuit (cookie), snack with chocolate filling",07,0706,000000,471,1980,"6,31","67,5","29,2","18,5","8,81","4,7","0,46","1,9"
24240,"Goûter sec fourré (""sandwiché"") parfum fruits","Biscuit (cookie), snack with fruits filling",07,0706,000000,407,1720,"5,13","73,6","30,3","9,4","4,27","3,7","0,52","7,2"
24300,"Gaufrette (éventail, cigarette…), sans fourrage",Wafer biscuit without filling,07,0706,000000,437,1850,"6,51",80,"34,6","9,7","6,23","2,05","0,48","2,93"
24311,Gaufrette fourrée et/ou enrobée de chocolat,"Wafer biscuit, filled or coated with chocolate",07,0706,000000,534,2230,"6,63","56,6","37,8","30,5","18,8","3,5","0,25","1,2"
24312,"Gaufrette fourrée, aux fruits à coque (noisette, amande, praliné, etc.), avec ou sans chocolat","Wafer biscuit, with nuts (hazelnut, almond, praliné, etc.) filling, with chocolate or not, prepacked",07,0706,000000,562,2340,9,49,34,"36,1","15,4","2,5","0,26","1,6"
24313,"Gaufrette, fourrée vanille","Wafer biscuit, with vanilla filling",07,0706,000000,538,2250,"5,75","60,1","32,9","30,1","19,9","1,6","0,36","1,1"
24320,"Gaufrette fourrée, aux fruits","Wafer biscuit, with fruit filling",07,0706,000000,355,1510,"4,13",81,"46,6","0,8","0,3","2,7","0,15","10,1"
24370,Crêpe dentelle nature,"Wafer cookie or crepe dentelle, plain",07,0706,000000,467,1960,"6,37","73,1","36,6","16,2","11,1","1,7","0,65","2,9"
24371,"Crêpe dentelle, nappée de chocolat","Wafer cookie, crepe dentelle, with chocolate covering",07,0706,000000,498,2090,"5,75","67,4","43,2","22,1","11,5","3,5","0,57",-
24430,Biscuit sec aux oeufs à la cuillère (cuiller) ou boudoir,"Biscuit (cookie), sponge fingers or lady fingers",07,0706,000000,366,1550,"7,75","74,5","48,8","3,4","1,17","2,9","0,3","10,8"
24441,"Biscuit sec, type langue de chat ou cigarette russe","Biscuit (cookie), cat tongue type",07,0706,000000,475,2000,"5,27","72,7","39,7","17,8","9,45","1,55","0,49","2,98"
24520,Meringue,Meringue,07,0706,000000,396,1680,"4,77","93,2","87,6","0,52","< 0,005","< 0,25","0,23","1,36"
24614,Biscuit sec croquant aux amandes (ex. canistrelli),"Biscuit (cookie), hard, with almonds (e.g. canistrelli)",07,0706,000000,454,1910,"9,04","68,2","37,6","15,4","2,94","3,2","0,27",-
24615,"Biscuit sec fin ou tuile, aux amandes","Biscuit (cookie), thin, with almonds",07,0706,000000,471,1980,"7,8",68,"49,1","18,1","5,65","2,1","0,21","3,2"
24616,"Biscuit sec fin ou tuile, saveur citron ou orange","Biscuit (cookie), thin, lemon or orange lavour",07,0706,000000,419,1760,"6,37","69,7","31,6","9,73","4,17","13,6","0,55",-
24630,"Madeleine, pur beurre, préemballée","Madeleine cake, pure butter, prepacked",07,0709,000000,453,1890,"5,88","52,4","27,3","24,1","15,3","1,27","0,92","14,5"
24631,"Madeleine au chocolat (nappage, pépites ou fourrage…), préemballée","Madeleine cake, with chocolate, prepacked",07,0709,000000,447,1870,"5,45","53,7","28,5","22,7","5,25","2,05","0,83","14,5"
24632,"Madeleine ordinaire, préemballée","Madeleine cake, prepacked",07,0709,000000,441,1840,"5,55","55,3","28,4","21,6","2,8","1,4","0,83","13,6"
24654,"Biscuit sec ou galette à l'avoine, nappée de chocolat","Biscuit, oat, with chocolate covering",07,0706,000000,509,2130,"5,73","61,3","39,6",26,"14,6","3,58","0,59",-
24655,Biscuit sec ou galette à l'avoine,"Biscuit, oat, plain",07,0706,000000,491,2060,"5,64","63,9","34,6","22,9","11,7","3,41","0,74",-
24656,"Cookie aux cranberries et au chocolat blanc, préemballé","Biscuit, cookie, cranberries and white chocolate, prepacked",07,0706,000000,488,2050,"4,76","65,9",41,"22,4","10,9","2,1","1,2",-
24657,"Biscuit sec, type batonnet, stick, vrille ou torsade, nappé de chocolat","Biscuit, stick, with chocolate covering",07,0706,000000,510,2140,"6,86","63,1","34,6","25,1","14,1","2,42","0,42","1,62"
24658,"Biscuit sec feuilleté, type palmier ou autres, nappé de chocolat","Biscuit puff pastry, with chocolate covering",07,0706,000000,532,2220,"5,93","59,7","30,3","29,4","16,6","2,33","1,02",-
24659,"Biscuit sec feuilleté, type palmier ou autres, préemballé","Biscuit puff pastry, prepacked",07,0706,000000,528,2210,"6,06","56,8","18,8",30,"15,4","3,4","1,15","2,4"
24660,"Biscuit sec feuilleté, type palmier ou autres, artisanal","Biscuit (puff pastry), palmier, from bakery",07,0706,000000,499,2080,"5,93","47,8","21,8","30,4","14,4","5,3","1,16","6,12"
24663,Tarte aux poires amandine,Pear tart with almonds,07,0709,000000,310,1300,"4,9","37,7","21,2","14,9","7,2","2,3","0,14","39,2"
24664,"Gâteau aux amandes type financier, préemballé","Almond cake, financier, prepacked",07,0709,000000,447,1870,"8,26","44,3","34,6","25,7","12,2","2,3","0,32","15,4"
24666,Mille-feuille,Mille-feuille pastry,07,0709,000000,292,1230,"3,88","43,7","21,1","11,3","5,27","0,24","0,42","40,1"
24674,"Gâteau moelleux sans gluten (cake, madeleine…), préemballé","Soft cake, without chocolate, gluten free, prepacked",07,0709,000000,443,1850,"4,74","50,7","24,3","24,2","7,6","1,62","0,74",-
24675,"Gâteau moelleux sans gluten (cake, brownie…), au chocolat, préemballé","Soft cake, with chocolate, gluten free, prepacked",07,0709,000000,434,1810,"5,38","49,6","28,9","24,4","7,78","2,18","0,53",-
24676,"Cookie au chocolat et aux fruits à coque (noisettes, amandes, noix de pécan…), préemballé","Biscuit (cookie), with chocolate and nuts, prepacked",07,0706,000000,507,2120,"6,78",57,"30,5","27,1","11,2","4,02","0,77","3,7"
